,case0,case1,case2,case3,case4,case5,case6,case7,case8,case9,case10,case11,case12,case13,case14,case15
ener_tot,216.3343647820017,273.2236761932892,252.763413219433,218.1037936826729,297.94410056579585,296.2502283791451,274.3719268639809,336.6813471019638,254.40163937613667,258.20348382947697,301.21383267626396,297.02119339498296,303.4389580100874,337.6989315086538,259.737383732697,303.5338370059616
