,case0,case1,case2,case3,case4,case5,case6,case7,case8,case9,case10,case11,case12,case13,case14,case15
pow_peak,238.44997569861448,301.63881524126316,335.78392307865283,242.66742244133766,328.43314414841814,381.02276819774596,303.76093057329354,368.0767367980425,335.6000220700507,342.1638591452554,327.6884549504682,377.45870224720255,386.89486456439914,367.4007626740487,341.25575709774796,382.74471801764474
